Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue
1.0,22.754705995616973,0.0,0.0,13.0,2945.5836686125895,0.09791900026252959,0.048717406787127854,28.08367885442265,0.0,Mar,8,5,6,5,Returning_Visitor,False,True
0.0,0.0,1.0,23.063719414693004,2.0,148.31832904494485,0.391658356975177,0.3416097602498128,1.9536612016759394,0.0,Mar,2,5,9,13,Returning_Visitor,False,False
5.0,2244.2231253516807,0.0,0.0,5.0,1073.3892628280641,0.038856208985456366,0.0754497260955646,1.182647360228601,0.0,Mar,3,1,4,18,New_Visitor,False,True
1.0,15.285757165445817,1.0,15.599492414650953,20.0,1311.6841007542405,0.07090302136210866,0.058111527960026374,4.053874608270682,0.0,Nov,3,11,9,13,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,16.0,1968.6659465488744,0.10011059413112758,0.009700716404455273,20.94194384742086,0.0,Nov,2,6,2,2,Returning_Visitor,True,True
3.0,481.8038014437936,0.0,0.0,7.0,415.24154084852677,0.5262277450708228,0.41427288690772324,33.513169021699085,0.0,Jul,2,2,4,5,Returning_Visitor,True,True
4.0,994.4529420320828,1.0,42.120459486498014,22.0,2885.9051392285205,0.1382282120004628,0.05334532072694584,1.0688988586108183,0.0,Nov,2,9,4,4,New_Visitor,True,False
2.0,148.53661422261783,1.0,19.9469588744052,14.0,6701.768901443011,0.35311742842208316,0.2512257999099989,3.405443930753897,0.0,Nov,3,8,5,5,Returning_Visitor,False,False
5.0,42.191198823637414,0.0,0.0,29.0,1602.891531244998,0.09068878636596112,0.04107316011473592,0.22187577852882784,0.0,Oct,2,9,1,20,Returning_Visitor,False,False
3.0,5.626149155807197,0.0,0.0,10.0,223.4242176617965,0.27784193079310254,0.15195971904996236,1.5462440204036032,0.0,Dec,5,8,2,1,New_Visitor,True,False
0.0,0.0,1.0,76.27665564192034,1.0,0.2107057297953106,0.16047089269375203,0.054216511256607355,22.69176793898098,0.0,May,2,9,9,2,Returning_Visitor,False,True
5.0,172.76292786791385,0.0,0.0,1.0,495.8471899093352,0.31957104279012105,0.2215295818223988,2.9294325934359158,0.0,Mar,3,9,4,17,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,27.0,4445.558535252172,0.5085439610088478,0.4123163915392887,110.14800608495655,0.0,May,3,11,2,2,Returning_Visitor,False,True
1.0,72.71392806126458,3.0,170.62832352117198,22.0,1020.3500856127109,0.05080748573573202,0.04971884115227436,4.949747405042327,0.6,Mar,3,12,8,5,Returning_Visitor,False,False
2.0,296.45365800376936,0.0,0.0,8.0,360.5549990518796,0.18443598166289477,0.09189918936426218,2.261268457592649,0.0,Sep,5,5,2,9,Returning_Visitor,True,False
5.0,338.03245025025603,2.0,10.336556459397137,4.0,64.49567554604862,0.054795604458890486,0.07700553804596338,0.982149859102532,0.0,Dec,2,7,9,5,Returning_Visitor,False,False
0.0,0.0,1.0,3.314352989501241,6.0,12.574838776496689,0.43961503929537266,0.39419059898828157,6.366325178108179,0.0,Mar,3,4,5,14,Other,False,False
5.0,89.04715019025055,0.0,0.0,10.0,487.04702239862917,0.08190148276907273,0.0026245163781348224,5.022226396001945,0.0,Mar,1,1,4,20,Returning_Visitor,False,False
5.0,201.20905631143523,2.0,19.123619882552376,13.0,772.6834282179312,0.448352321432103,0.3742863714304061,3.837481703694567,1.0,Jun,2,11,3,20,Returning_Visitor,False,False
3.0,7.137976381543599,3.0,90.4175999272509,19.0,571.5450750874838,0.15985395804964975,0.21884666587448842,2.405081251837665,0.0,Dec,2,6,5,2,Returning_Visitor,True,False
1.0,55.02168638584742,1.0,7.383277027984768,22.0,751.0595802800063,0.18188248911798274,0.15607144432602602,1.6491954512083487,0.0,May,2,5,4,12,Returning_Visitor,False,False
4.0,101.84935269356149,0.0,0.0,11.0,2018.723897294356,0.081944213244017,0.05131417938631486,98.45772434649483,0.0,Aug,3,9,6,1,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,14.0,2780.2827402185612,0.5929308785354098,0.5020166428352792,10.641806033024055,0.0,Mar,7,12,9,2,Returning_Visitor,False,False
2.0,102.96995394946632,1.0,84.72580886074651,18.0,2061.7445570093537,0.04377975830406312,0.03329947504142723,1.6868068321691454,0.4,Mar,5,4,3,19,Returning_Visitor,True,False
3.0,245.86770425278786,0.0,0.0,9.0,1075.6310444119322,0.11466923647320311,0.0,7.1540433340140535,0.0,Dec,2,9,9,1,Returning_Visitor,False,True
0.0,0.0,1.0,24.841906359883392,10.0,1473.778236649985,0.5757075653754555,0.439619154856215,9.654466975383269,0.0,Dec,1,12,8,1,Returning_Visitor,False,False
2.0,150.06963223142242,2.0,31.839384282083095,14.0,1578.296407687486,0.14438543872477244,0.1698701535651863,4.914525803967122,0.4,Feb,3,5,6,3,Returning_Visitor,False,False
5.0,1145.4686857272186,0.0,0.0,11.0,1964.7084048189347,0.27033564656650805,0.2880872202458925,74.00215984975925,0.0,Dec,2,5,2,5,Returning_Visitor,True,True
3.0,113.39048335027884,0.0,0.0,30.0,89.527926334968,0.16047864430164888,0.24768217923393365,0.37164484600675474,0.0,Nov,1,7,5,8,Returning_Visitor,True,False
2.0,640.3674287119618,0.0,0.0,10.0,1448.4405371796224,0.27516547250199197,0.18943288645874232,0.9695676922887233,0.0,Dec,3,12,6,18,Returning_Visitor,False,False
2.0,243.68247787281345,0.0,0.0,12.0,1320.5398289345983,0.10472974830916447,0.07024344901932238,2.8450217836585416,0.0,Jun,2,6,6,3,Returning_Visitor,False,False
4.0,3.092192970700326,0.0,0.0,27.0,288.6316708429177,0.3746715781543724,0.2875349034120494,0.8642955874523999,0.0,Sep,2,3,6,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,15.0,3959.714091265436,0.1619504410707568,0.10589295631526703,5.317087464386739,0.0,Jul,3,5,1,1,Returning_Visitor,False,False
2.0,114.13629448382218,0.0,0.0,17.0,344.5862790328887,0.11099597315707171,0.20048388395033745,7.502729559255674,0.0,Nov,2,11,6,1,New_Visitor,True,True
3.0,220.24819403872516,0.0,0.0,18.0,1460.4705762043081,0.07426727570278101,0.0,81.67694727218421,0.0,Mar,3,6,8,18,Returning_Visitor,False,True
3.0,225.50778644006874,0.0,0.0,14.0,35.05144049513578,0.37343447503906146,0.3464443354894131,6.987305613778274,0.0,Mar,2,11,8,8,Returning_Visitor,False,False
1.0,39.695141573531416,0.0,0.0,7.0,1674.2365262764588,0.041927929021292214,0.0042413424080826115,6.637259993086173,0.0,May,2,5,6,1,Returning_Visitor,False,False
1.0,46.97679670516116,1.0,53.42709325504829,4.0,994.3421745892211,0.13533275680001866,0.21825892586260154,1.2912256668684727,0.0,Nov,5,3,1,5,Returning_Visitor,True,False
1.0,58.50859714336953,1.0,10.527703514655705,24.0,5137.340276714724,0.037621551219350444,0.12522631261529713,0.046944840788248156,0.0,May,2,5,2,5,Returning_Visitor,False,False
2.0,539.197567015932,0.0,0.0,9.0,3980.631471640868,0.8070049037105231,0.6433923269123584,3.6978728377485304,0.0,Nov,2,9,5,13,Returning_Visitor,False,False
1.0,19.718320175242376,0.0,0.0,6.0,125.22446156744422,0.02144936587866368,0.06924856906965356,91.63496363380027,0.0,Dec,5,5,2,2,Returning_Visitor,False,True
2.0,393.6827824342747,1.0,3.9284388589116324,5.0,1642.3181644333588,0.08954979567015077,0.13072562248691466,3.8167512037090128,0.0,Mar,2,5,7,13,Returning_Visitor,True,False
0.0,0.0,1.0,37.126637128512826,6.0,484.27648677323026,0.3109963622784211,0.23430866413539647,0.47298251081511206,0.0,Nov,3,9,4,2,Returning_Visitor,False,False
1.0,44.250210171258175,0.0,0.0,18.0,1469.0121514527618,0.2895357385015998,0.21834115348582922,2.507289774803375,0.0,May,3,4,8,3,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,7.0,365.4511502494933,0.08639556804334819,0.12746721360333502,0.5789968062226125,0.8,Dec,2,12,7,2,New_Visitor,False,False
6.0,297.41643767178164,1.0,0.6762766926689017,25.0,551.0186503865971,0.24619724934536277,0.18511609648410346,2.591171158387417,0.0,May,5,6,8,5,New_Visitor,False,False
0.0,0.0,2.0,16.241497583002452,4.0,1105.8717070315872,0.32446892659742455,0.24188265996131472,1.113014753561374,0.0,Nov,5,3,9,1,Returning_Visitor,False,False
1.0,137.81805623608182,2.0,11.656570575354856,16.0,3529.763346614924,0.5033522816917174,0.4292173266400235,4.139059673055193,0.0,Nov,2,11,4,1,Returning_Visitor,False,False
7.0,211.64657934546997,2.0,104.15508647486952,3.0,1190.6381512362345,0.2493360792386546,0.14669385941771132,0.8515535979629284,0.0,Dec,2,4,5,1,Returning_Visitor,False,False
3.0,87.06109481463969,0.0,0.0,5.0,479.2813322579142,0.21054957246000017,0.18851485866420212,3.754494897635883,0.0,Nov,2,13,8,2,Returning_Visitor,False,True
0.0,0.0,1.0,3.440425263938338,15.0,2358.9429631837893,0.28931002679118994,0.2731834376870688,5.221452936848733,0.0,Aug,2,8,6,5,Other,True,False
8.0,527.325466106421,1.0,4.941808466228357,8.0,531.672390850949,0.630023292311486,0.6006046585773952,0.5011035491198327,0.0,Nov,5,8,8,5,Returning_Visitor,True,False
1.0,70.50780961356564,0.0,0.0,9.0,73.95996152636307,0.4227199588197848,0.3910178734692472,1.6041824717941862,0.4,Dec,2,7,1,2,Returning_Visitor,False,False
0.0,0.0,2.0,19.12545653497699,12.0,2396.6846514298577,0.11463736937495174,0.19308584020659722,10.420777794572379,0.0,Oct,2,7,1,1,Returning_Visitor,False,True
4.0,191.6938144843654,0.0,0.0,14.0,1443.9013427892553,0.2838093548318447,0.2009253419643731,12.160966077632466,0.0,Mar,2,10,2,1,Returning_Visitor,False,True
1.0,30.35114809924218,0.0,0.0,12.0,159.65429000376747,0.4282685720038306,0.3210889627275616,0.17329299342554366,0.0,Dec,2,4,1,9,Returning_Visitor,False,False
1.0,26.589536285389997,0.0,0.0,6.0,1070.6103253740393,0.36070594541548506,0.30270193526980493,2.9950879347118655,0.0,Nov,4,8,4,14,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,29.0,2684.5517880302714,0.5217569223571161,0.5141519851418626,0.9727335678377899,0.2,Nov,3,8,7,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,21.0,2598.708344769577,0.007511567598951578,0.042490443749747975,0.9336431637749469,0.2,May,2,4,4,3,Returning_Visitor,False,False
0.0,0.0,1.0,0.5724808902274122,10.0,2155.5446312163344,0.33922148722684753,0.27480277533297215,0.9450949064310983,1.0,Nov,2,4,2,1,Returning_Visitor,False,False
4.0,161.93945215025676,0.0,0.0,18.0,4511.201754677423,0.18444731929221309,0.11310588000091107,0.7378266271064734,0.0,May,7,11,9,4,Returning_Visitor,False,False
3.0,310.9566526832679,1.0,66.0359461565248,13.0,288.3483829834579,0.4842738179170467,0.3987715254598257,1.3612762288816158,0.0,Nov,2,7,9,9,Returning_Visitor,False,False
2.0,30.552312445534717,1.0,59.64496956559066,16.0,1504.051743253688,0.36554276569073224,0.32799527088017943,4.908792449230805,1.0,Mar,1,4,8,2,Returning_Visitor,False,False
15.0,64.1402862451598,0.0,0.0,17.0,1946.4977617301456,0.2460737454135799,0.11310518652304417,1.496868219414706,0.0,Nov,8,8,6,5,Returning_Visitor,False,False
5.0,1460.4679988807352,1.0,59.00818141842314,16.0,1659.6051796824295,0.03462989388418882,0.037646153340351846,1.5156624438870923,0.8,Dec,2,11,3,3,New_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,677.7606354280489,0.4310386127899506,0.3016864023790336,0.13190834378995028,0.0,Mar,3,9,8,15,New_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,2836.248116854806,0.23772411799197918,0.20993491165863337,0.04139769980846643,0.0,Dec,5,2,9,20,New_Visitor,False,False
10.0,503.20764383142205,0.0,0.0,5.0,138.12497342490337,0.3144454676313153,0.18554246667527818,2.3285506855803892,0.2,May,2,3,1,1,Returning_Visitor,False,False
2.0,8.188548999709857,0.0,0.0,11.0,466.338436208674,0.05513266811577675,0.0025632965106986982,2.245678855432562,0.0,Dec,5,4,6,2,New_Visitor,False,False
1.0,90.32896345606089,0.0,0.0,12.0,2287.665875207702,0.07206886297352369,0.0,0.4430210383138936,0.0,Nov,2,4,2,1,Returning_Visitor,True,False
6.0,400.5042578462325,0.0,0.0,19.0,829.1188394543293,0.6639204137858951,0.45628628361884244,2.217119706725223,0.0,Oct,2,7,4,2,New_Visitor,False,False
0.0,0.0,1.0,45.92506362047499,14.0,4089.4213955739624,0.25456939334954576,0.17789868206253306,0.06241366233316028,0.2,Nov,2,9,1,20,Returning_Visitor,False,False
1.0,59.30852223763834,0.0,0.0,1.0,86.66658161485735,0.061380504230858585,0.14938720386402174,1.776320274521391,1.0,Dec,2,10,2,11,New_Visitor,True,False
1.0,21.284391391586638,1.0,32.55911013676324,15.0,233.23980842909106,0.2895384377777585,0.19573204002852881,1.8447918265997914,0.0,May,2,8,7,1,Returning_Visitor,False,False
4.0,326.9942754893434,1.0,58.247174016396016,19.0,115.95315610144365,0.12384345401681582,0.01136625608752559,3.787868626401771,0.0,May,3,9,8,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,5.0,518.6608962179278,0.6830360605286732,0.6032842205005625,3.693353025322792,0.0,Nov,3,3,9,2,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,596.9404728943886,0.34901450677465284,0.23352594041595015,14.604191475015929,0.0,Nov,5,7,1,1,Returning_Visitor,False,False
0.0,0.0,2.0,142.9505867622254,9.0,3.5327759083762693,0.21770092492876683,0.27604817737172654,4.270352956282574,0.0,Nov,5,9,7,5,Returning_Visitor,False,False
1.0,127.92585759145096,0.0,0.0,18.0,6091.626528223597,0.3960807200041127,0.3337933129585989,4.000958382871661,0.0,Nov,2,12,1,1,Returning_Visitor,False,False
3.0,242.84336194247803,0.0,0.0,4.0,75.98394885092623,0.6123564218499118,0.4144401664427255,2.3931289294857647,0.0,May,2,9,9,1,Returning_Visitor,False,False
1.0,74.1470239516471,0.0,0.0,6.0,599.0026348921429,0.15165858606551622,0.14447540518204305,0.5837496789219774,0.0,Nov,3,7,9,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,17.0,434.4290643401622,0.14617110346309212,0.1581055811335077,0.8330093032553914,0.0,Mar,3,11,2,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,1013.2842035774747,0.4383164627409596,0.31860984642038437,0.15022932816431553,0.0,Sep,2,10,2,7,Returning_Visitor,False,False
4.0,82.97478653468487,0.0,0.0,3.0,59.90413837467691,0.5219933730629871,0.3936118629821827,3.84185947126237,0.0,Feb,3,11,9,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,19.0,107.80096340232433,0.4945535856048024,0.361287622696304,0.92220896717395,0.0,May,1,12,5,18,Returning_Visitor,False,False
1.0,20.03254726749234,1.0,52.56409846730853,24.0,792.8745576956878,0.2386237873117441,0.30112490203556364,1.734597785644011,0.0,May,4,5,6,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,16.0,2929.1041963025987,0.24433891018042395,0.24571035565774282,2.937601606865604,0.0,May,2,11,9,5,Returning_Visitor,False,False
9.0,1707.7456797215996,0.0,0.0,10.0,1227.593728888768,0.13659681060499038,0.12880879870247536,1.053908601112938,0.2,Nov,5,12,5,1,Returning_Visitor,False,False
1.0,3.8202412372050762,1.0,64.01885762065993,23.0,9005.46554486705,0.540103329986069,0.44736103435424573,5.324355872661086,0.0,May,2,8,7,15,Returning_Visitor,False,False
5.0,18.875319529193067,0.0,0.0,15.0,5102.7199832126635,0.41547093528792106,0.2666565087047804,8.438973805899536,0.0,May,2,7,8,5,Returning_Visitor,False,False
2.0,62.18122912570686,0.0,0.0,8.0,1131.0267851588367,0.2803508564893509,0.21717077229523724,1.4218890611095414,0.2,May,5,13,4,10,Returning_Visitor,True,False
11.0,337.79475069107764,0.0,0.0,24.0,5818.931208390207,0.5500159765052908,0.4535625024820267,1.3184721587753676,0.0,May,2,8,6,17,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,430.0321030422856,0.012157231109316139,0.16414907866918527,1.8970618154820489,0.0,May,3,7,6,2,New_Visitor,False,False
0.0,0.0,0.0,0.0,3.0,20.747872988671652,0.3572041942911464,0.26223988434638545,2.373718169388929,0.0,Mar,2,4,1,18,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,14.0,240.9218795264073,0.061748188112172295,0.0,1.3580730348526222,0.0,Nov,5,3,7,1,Returning_Visitor,False,False
1.0,7.405350149728653,1.0,11.840708806219329,9.0,2571.0031609955627,0.10483979214489153,0.06245148802288254,2.9082932308358718,0.0,Nov,5,7,5,1,Returning_Visitor,False,False
4.0,29.24882995043861,0.0,0.0,5.0,18.861034378735496,0.33037745446401384,0.2767545729092832,1.9689169718024546,0.0,Nov,1,10,9,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,475.93360282132346,0.15987085538931076,0.1432119665565088,3.720911844863096,0.0,Jun,5,12,5,1,Returning_Visitor,False,False
3.0,44.49308289691377,0.0,0.0,7.0,1463.2362673035532,0.08408034274925937,0.0,1.9001010062051378,0.0,May,2,3,3,1,Returning_Visitor,True,False
9.0,621.9232022474288,2.0,188.05893678790628,10.0,73.2431503332414,0.025396370539987178,0.0,4.315210400726398,0.0,Dec,2,10,7,1,Returning_Visitor,False,False
1.0,17.942722139393933,2.0,184.45325642648,12.0,4596.198131363139,0.22758201697564545,0.24643406305252463,0.6506960713597127,0.0,Sep,5,2,7,20,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,345.88346274169345,0.20702515584328,0.12897027171837305,1.0191761086090199,0.0,Jul,3,8,5,8,Returning_Visitor,False,False
0.0,0.0,1.0,11.570228662295516,14.0,176.50486855188487,0.07073673237318871,0.022418184301900214,2.678382541732951,0.0,Mar,5,9,3,10,Returning_Visitor,False,False
12.0,539.3020719019939,0.0,0.0,10.0,103.16914630875799,0.4021117775450588,0.3252530415582986,0.7581697354117226,0.0,May,2,2,1,5,Other,False,False
1.0,64.31160913436487,0.0,0.0,22.0,3965.4607066918447,0.5987950035896191,0.5600032202863451,1.4091198724488305,0.0,May,3,13,7,1,Returning_Visitor,False,False
1.0,169.7504040150585,0.0,0.0,7.0,711.2454621862395,0.4586459705581929,0.3442019588802384,5.120076949103135,0.0,May,3,9,7,2,Returning_Visitor,False,False
2.0,38.75419752195382,0.0,0.0,4.0,445.52667938644566,0.16859851150394475,0.16212962128610842,5.67874466279028,0.0,Oct,2,13,7,1,New_Visitor,True,False
3.0,232.5121815146507,0.0,0.0,12.0,470.69081947337565,0.3451983697715035,0.23669325520833076,0.1324255694513104,0.0,Sep,8,3,1,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,11.0,908.5434397555648,0.6538692242913517,0.5719206502039897,2.69929354540454,0.0,Nov,2,3,6,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,1992.43443645054,0.16944436580827177,0.14517373481707518,3.39045483482028,0.0,Nov,5,9,4,18,Returning_Visitor,False,False
4.0,239.64003952756016,0.0,0.0,17.0,618.3378990266871,0.1695089831457657,0.04738336929065791,1.8984106249081607,0.2,Nov,2,3,9,13,Returning_Visitor,False,False
12.0,2785.2878511845392,0.0,0.0,3.0,256.6264095525287,0.23756871970593568,0.20576439640641936,28.189461731046922,0.6,Nov,2,9,5,20,Returning_Visitor,False,True
2.0,238.9314526833233,0.0,0.0,9.0,366.26041537313165,0.13631083432907176,0.1363389295784103,5.513002149206446,0.0,Dec,3,7,6,5,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,6.0,649.2551743656206,0.42379988232914656,0.2545043815158532,0.008119544500669748,0.0,Feb,5,10,6,20,Returning_Visitor,False,False
1.0,42.99851790216688,0.0,0.0,3.0,451.3572623460642,0.29971372862269974,0.2770468155097067,1.987185698289523,0.0,May,3,9,4,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,10.0,2050.4116300323967,0.7883728254985887,0.6662731039499741,5.957983457604133,0.0,Feb,5,4,9,1,Returning_Visitor,True,False
2.0,291.30322756646484,0.0,0.0,3.0,596.5352868985497,0.4993630199576228,0.38825058522724015,3.1324148056512797,0.0,Nov,2,11,1,5,Returning_Visitor,False,False
3.0,392.84662737234254,0.0,0.0,9.0,93.89726411039594,0.45801358070019765,0.37065589549531686,0.21736866410915529,0.2,Dec,2,11,3,2,Returning_Visitor,False,False
1.0,67.24881595440482,3.0,225.72212515756948,10.0,1101.4467510962386,0.10156071758723365,0.049855576086352556,12.78057013387184,0.0,May,2,9,1,2,Returning_Visitor,False,True
0.0,0.0,0.0,0.0,10.0,2111.6906702854267,0.23617418888681205,0.08727036972188557,7.575507525127054,0.0,Dec,2,3,5,1,Returning_Visitor,False,False
0.0,0.0,1.0,189.39746343501145,23.0,1939.330712927687,0.178767512754289,0.1268937262139035,1.5499786100646538,0.0,Mar,4,6,3,2,Returning_Visitor,False,False
1.0,75.38399485580351,0.0,0.0,24.0,1906.2165878240005,0.17913416276589245,0.18977460640000068,6.490536497677909,0.8,Dec,2,9,4,1,Returning_Visitor,False,False
1.0,16.84106186140903,1.0,0.9972813477094962,12.0,755.2772560679621,0.34978098590148515,0.2569984934368792,2.44143786073597,0.0,May,2,3,2,5,New_Visitor,False,False
1.0,22.19771000175694,0.0,0.0,10.0,3304.396549052037,0.28593221507732786,0.20052943925633315,1.9683681709472982,0.0,Mar,2,3,1,5,Returning_Visitor,False,False
0.0,0.0,1.0,120.33787350732682,5.0,523.701182135157,0.18336130557972266,0.12519992470607488,3.4801051348775522,0.6,Jul,5,4,2,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,18.0,5089.250919678823,0.2520647458754314,0.22578933929988546,4.530515757756488,0.0,May,2,6,5,5,New_Visitor,False,True
2.0,19.23579092000544,0.0,0.0,18.0,3088.2471365905258,0.19566461522872436,0.16885711534688896,3.2113098489294316,0.4,May,5,11,9,1,Returning_Visitor,False,False
1.0,146.45540385563154,1.0,23.721399799378446,13.0,2689.9171899772123,0.2266399433539332,0.11968087317378856,3.373008383518185,0.0,May,2,1,7,11,New_Visitor,False,True
0.0,0.0,0.0,0.0,14.0,553.1232479901879,0.25036291086142415,0.19523146986415257,2.8865630775380047,0.6,Nov,1,13,4,2,Returning_Visitor,True,False
0.0,0.0,0.0,0.0,3.0,25.466586503861294,0.5901275190368641,0.4629202672101532,5.434131524030656,0.0,Sep,2,4,9,15,Returning_Visitor,False,False
0.0,0.0,3.0,30.604640791610876,3.0,27.79780238229184,0.5518276338091105,0.43689577066512,0.04246555958234881,0.0,May,2,6,6,1,Returning_Visitor,False,False
3.0,501.54463642477305,0.0,0.0,10.0,653.3364893558246,0.07905975327339192,0.06985989861084324,7.141550264120877,0.0,Nov,5,10,4,4,Returning_Visitor,True,False
2.0,9.068909325878646,1.0,44.90491737660925,10.0,374.7101817249621,0.04550433485573056,0.09136696786029115,54.584584524798665,0.0,Nov,5,3,6,15,Returning_Visitor,True,True
0.0,0.0,0.0,0.0,4.0,386.9228797661023,0.39636784448178397,0.17869295418426623,0.12387649704097699,0.0,May,2,6,3,17,New_Visitor,False,False
4.0,265.0741773937688,0.0,0.0,2.0,120.80792880868312,0.1443727139436729,0.05165340669154948,3.504433835906954,0.0,May,2,8,3,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,13.0,2249.1739433142093,0.20728697784019023,0.04198553107969513,0.9076628497550789,0.0,Mar,2,3,1,2,Returning_Visitor,True,False
3.0,47.562473332505036,0.0,0.0,8.0,900.054225518824,0.0859861438428648,0.035334496884014355,6.187563532290146,0.0,May,2,7,1,11,Returning_Visitor,False,False
0.0,0.0,1.0,176.67780791025496,24.0,829.1996711597628,0.3740481967714964,0.22431036818415084,11.124519560229638,1.0,Nov,3,5,2,3,Returning_Visitor,False,False
2.0,344.77888939107163,1.0,0.1449255415912004,6.0,373.25468476209784,0.3078629178909228,0.26967411381058426,2.638403398881533,0.0,May,2,2,3,7,Returning_Visitor,True,False
0.0,0.0,2.0,9.052280943636774,25.0,6760.650528168551,0.17213006731932906,0.09353010953250915,3.512965748862916,1.0,Sep,2,10,1,1,Returning_Visitor,False,False
0.0,0.0,2.0,88.28474397710815,15.0,1290.7744312434108,0.6501344345701767,0.5700480152869,0.015257774108331604,0.0,Nov,2,10,1,3,Returning_Visitor,False,False
4.0,0.9843539560259242,0.0,0.0,6.0,608.1196044482991,0.16514351702255617,0.167092679264104,4.264133239600223,0.0,Mar,2,8,7,1,Returning_Visitor,False,False
1.0,39.11642676475354,1.0,111.96125766209929,16.0,1673.242308294498,0.5165477202225263,0.31156166008625896,31.1498803864742,0.0,Oct,2,5,3,8,Returning_Visitor,False,True
1.0,47.41739704238404,0.0,0.0,27.0,72.07994268203676,0.2527720422815983,0.16876161041552265,0.11989788805401216,0.0,May,2,2,2,5,New_Visitor,False,False
1.0,146.05263158097233,0.0,0.0,12.0,1028.5717211790752,0.16076777538466003,0.11693709379235091,0.6556546953610434,0.0,Dec,2,12,7,2,Returning_Visitor,False,False
1.0,17.31965690237647,0.0,0.0,10.0,1083.12605839465,0.34559854147370006,0.30952516968525956,1.511027000733229,0.0,Jul,5,3,4,20,Returning_Visitor,False,False
3.0,16.19898301465919,0.0,0.0,26.0,2308.5194703592856,0.12815320509879952,0.11774985939911495,5.400737875748175,0.0,Nov,2,8,5,2,Returning_Visitor,False,False
5.0,696.8307550770606,0.0,0.0,4.0,223.7456326212247,0.5823663473903502,0.42596595189918784,5.0149188507696,0.0,Sep,3,8,1,13,Returning_Visitor,True,False
8.0,152.52751547750523,2.0,43.36325671178466,2.0,170.62941888889551,0.2714480869355331,0.2387819615761969,71.47108774970832,0.0,Mar,2,3,8,1,Returning_Visitor,False,True
1.0,93.90922511129914,2.0,174.15868850507826,26.0,3788.6973650797872,0.27444541231035935,0.14286039037707324,1.1895815451897498,0.0,Nov,2,9,3,5,New_Visitor,False,False
0.0,0.0,0.0,0.0,19.0,4063.426113259221,0.33753896999163063,0.21148038857941234,13.361761778728562,1.0,Dec,2,11,7,2,Returning_Visitor,True,True
8.0,714.4348662914291,0.0,0.0,14.0,180.49386183010338,0.19037479698465512,0.12503569828257222,7.765245342633663,0.0,Oct,3,10,7,12,Returning_Visitor,False,True
5.0,220.1412712774788,0.0,0.0,25.0,1723.911671705153,0.3582820934311375,0.3032305895593745,0.14721250767896854,0.2,Nov,2,5,2,1,Returning_Visitor,False,False
0.0,0.0,0.0,0.0,8.0,30.20800285121726,0.4882916595732346,0.33702703428735925,2.8217806547495456,0.0,Dec,3,4,2,5,Returning_Visitor,False,False
4.0,71.57382869059255,1.0,42.62190937221498,24.0,54.81330441397203,0.06047693662166159,0.0,74.32593856926651,0.0,May,5,8,8,18,Returning_Visitor,True,True
0.0,0.0,1.0,56.072064450817905,9.0,2884.3634285337334,0.2213234622288821,0.15716258859475707,0.8996070580926911,0.0,May,3,8,8,2,New_Visitor,False,False
0.0,0.0,2.0,155.5223508087495,21.0,1066.1031148341115,0.12062700950676258,0.11993304421582483,7.438827959252029,0.0,Nov,3,13,1,2,Returning_Visitor,False,False
1.0,199.70228547404386,0.0,0.0,4.0,104.18024713750424,0.3886165249847428,0.351417952727087,2.787908959274462,0.0,May,5,12,6,2,Returning_Visitor,False,False
7.0,127.43722624523721,0.0,0.0,33.0,7085.74095341848,0.19925851934956387,0.175625515391998,1.8732438297979852,0.0,Nov,3,1,6,1,Returning_Visitor,False,False
7.0,1008.5307718441364,2.0,302.0132308563222,11.0,55.894859523110156,0.018320820491092106,0.0,5.123072333352386,0.0,Dec,2,7,8,1,Returning_Visitor,False,False
